"ID";"cong";"billnum";"h_or_sen";"major";"text"
2623;107;1354;"S";4;"A bill to require the Secretary of Agriculture to provide payments to producers of forage crops for losses due to army worms."
2624;107;1355;"S";12;"A bill to prevent children from having access to firearms."
2625;107;1356;"S";19;"A bill to establish a commission to review the facts and circumstances surrounding injustices suffered by European Americans, Europeans Latin Americans, and European refugees during World War II."
2626;107;1357;"S";2;"A bill to provide for an examination of how schools are implementing the policy guidance of the Department of Education's Office for Civil Rights relating to sexual harassment directed against gay, lesbian, bisexual, and transgender students."
2627;107;1358;"S";8;"A bill to revise Federal building energy efficiency performance standards, to establish the Office of Federal Energy Productivity within the Department of Energy, to amend Federal Energy Management Program requirements under the National Energy Conservati"
2628;107;1359;"S";17;"A bill to amend the Communications Act of 1934 to promote deployment of advanced services and foster the development of competition for the benefit of consumers in all regions of the Nation by relieving unnecessary burdens on the Nation's two percent loca"
2629;107;1360;"S";8;"To reauthorize the Price-Anderson provisions of the Atomic Energy Act of 1954."
2630;107;1361;"S";21;"A bill to amend the Central Utah Project Completion Act to clarify the responsibilities of the Secretary of the Interior with respect to the Central Utah Project , to redirect unexpended budget authority for the Central Utah Project for wastewater treatme"
2631;107;1362;"S";3;"A bill to amend title XVIII of the Social Security Act and title Vll of the Public Health Service Act to expand medical residency training programs in geriatrics, and for other purposes."
2632;107;1363;"S";21;"A bill to authorize the Secretary of the Interior to provide assistance in implementing cultural heritage, conservation, and recreational activities in the Connecticut River watershed of the States of Hew Hampshire and Vermont."
2633;107;1364;"S";17;"A bill to ensure full and expeditious enforcement of the provisions of the Communications Act of 1934 that seek to bring about the competition in local telecommunications markets, and for other purposes."
2634;107;1365;"S";14;"A bill to authorize the Secretary of the Department of Housing and Urban Development to make grants to States for affordable housing for low-income persons, and for other purposes."
2635;107;1366;"S";5;"A bill for the relief of Lindita Idrizi Heath."
2636;107;1367;"S";3;"A bill to amend title XVIII of the Social Security Act to provide appropriate reimbursement under the medicare program for ambulance trips originating in rural areas."
2637;107;1368;"S";17;"A bill to amend title 10, United States Code, to improve the organization and management of the Department of Defense with respect to space programs and activities, and for other purposes."
2638;107;1369;"S";20;"A bill to provide that Federal employees may retain for personal use promotional items received as a result of travel taken in the course of employment."
2639;107;1370;"S";3;"A bill to reform the health care liability system."
2640;107;1371;"S";12;"A bill to combat money laundering and protect the United States financial system by strengthening safeguards in private banking and correspondent banking, and for other purposes."
2641;107;1372;"S";18;"A bill to reauthorize the Export-Import Bank of the United States."
2642;107;1373;"S";2;"A bill to protect the right to life of each born and preborn human person in existence at fertilization."
2643;107;1374;"S";7;"A bill to provide for a study of the effects of hydraulic fracturing on underground drinking water sources."
2644;107;1375;"S";1;"A bill to amend the Internal Revenue Code of 1986 to allow tax-free distributions from individual retirement accounts for charitable purposes."
2645;107;1376;"S";3;"A bill to amend part C of title XVIII of the Social Security Act to ensure that Medicare + Choice eligible individuals have sufficient time to consider information and to make an informed choice regarding enrollment in a Medicare + Choice plan."
2646;107;1377;"S";12;"A bill to require the Attorney General to establish an office in the Department of Justice to monitor acts of inter-national terrorism alleged to have been committed by Palestinian individuals or individuals acting on behalf of Palestinian organizations a"
2647;107;1378;"S";3;"A bill to allow patients access to drugs and medical devices recommended and provided by health care practitioners under strict guidelines, and for to her purposes."
2648;107;1379;"S";3;"A bill to amend the Public Health Service Act to establish an Office of Rare Diseases at the National Institutes of Health, and for other purposes."
2649;107;1380;"S";19;"A bill to coordinate and expand United States and international programs for the conservation and protection of North Atlantic Whales."
2650;107;1381;"S";20;"A bill to redesignate the facility of the United States Postal Service located at 5472 Crenshaw Boulevard in Los Angeles, California, as the ""Congressmen Julian C. Dixon Post Office Building""."
2651;107;1382;"S";20;"A bill to amend title 11, District of Columbia Code, to redesignate the Family Division of the Superior Court of the District of Columbia as the Family Court of the Superior Court, to recruit and retain trained and experienced judges to serve in the Famil"
2652;107;1383;"S";5;"A bill to amend the Internal Revenue Code of 1986 to clarify the treatment of incentive stock options and employee stock purchases."
2653;107;1384;"S";15;"A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to expand the definition of the term ""Major disaster"" to include an application of the Endangered Species Act of 1973 that souses severe economic hardship."
2654;107;1385;"S";21;"A bill to authorize the Secretary of the Interior, pursuant to the provisions of the Reclamation Wastewater and Groundwater Study and Facilities Act to participate in the design, planning, and construction of the Lakehaven water reclamation project for th"
